"capture_id","label","line","recp_line"
16585,"129","                                MINI FISKEFRIKADELLE    23,95       ","mini fiskefrikadelle"
28476,"129","                                PANERET FISKEFILET      20,00       ","paneret fiskefilet"
29418,"129","                                SILD RAMSLØG            16,75       ","sild ramsløg"
16554,"129","                                X-TRA FISKEFRIKAD.      11,95       ","xtra fiskefrikad"
19801,"129","                          AMANDA TORSKEROGN MS               12.00","amanda torskerogn ms"
26500,"129","                          FISKEFILET 500G                    20.00","fiskefilet g"
29364,"129","                          HAVET'S REJE/CHILI                 21.95","havets rejechili"
19703,"129","                          MAKREL I CITRON                    10.00","makrel i citron"
17381,"129","                          VR MAKRELFILET PEBER               11.95","vr makrelfilet peber"
28389,"129","                        CL      PANERET RØDS            34,75-      ","cl paneret røds"
26494,"129","                        CL      XTRA TUN SAL            14,95-      ","cl xtra tun sal"
28277,"129","AMANDA LUKSUS 25,00","amanda luksus"
29231,"129","AMANDA TUN SMØRBAR P 15,95","amanda tun smørbar p"
15237,"129","BÅDSMAND SILD 15,95","bådsmand sild"
17084,"129","ELVIRA KTPPERS I OL.I 10.95","elvira ktppers i oli"
25502,"129","FIRST PRICE MAKRELSA 9,95","first price makrelsa"
25469,"129","FIRST PRICE PLUKMAKR 21,95","first price plukmakr"
27021,"129","FISKEFILETER 35,95","fiskefileter"
9440,"129","FLSKEFRTKADE 11,95","flskefrtkade"
29196,"129","GL MODNET KRYDDERSIL 27,95","gl modnet kryddersil"
29197,"129","GROV FISKEFARS 39,95","grov fiskefars"
24876,"129","INDBAGT LAKS 44,95","indbagt laks"
24936,"129","INDBAGT LAKS M/SPINA 39,95","indbagt laks mspina"
0,"129","K-SALAT SKALDYRSSALA 5,00","ksalat skaldyrssala"
13454,"129","LEVEVIS TUN 15,00","levevis tun"
14748,"129","LIGHTHOUSE TUN 8,25","lighthouse tun"
7844,"129","MAKREL/TOMAT 55,00","makreltomat"
10606,"129","MARIN. SILD 28,95","marin sild"
0,"129","OVNKLARE FISKEFILET 31,95","ovnklare fiskefilet"
0,"129","PAN. DK. RØDSPÆTTER 35,95","pan dk rødspætter"
19896,"129","TORSKEROGN RØGET 9,00","torskerogn røget"
28328,"129","TUN I VAND 120 G 13,95","tun i vand g"
24237,"129","VORES TORSKEPOR. 49,92","vores torskepor"
0,"129","albacore tun","albacore tun"
0,"129","amanda luksusrogn","amanda luksusrogn"
0,"129","amanda makrel","amanda makrel"
0,"129","amanda torskerogn","amanda torskerogn"
0,"129","ansjos, dåse, i olie","ansjos dåse i olie"
0,"129","ansjos, marineret (konserves)","ansjos marineret konserves"
0,"129","arnold sørensen findelt makrelfilet","arnold sørensen findelt makrelfilet"
0,"129","arnold sørensen makrelfilet","arnold sørensen makrelfilet"
0,"129","arnold sørensen makrelfilet i tomatsauce","arnold sørensen makrelfilet i tomatsauce"
0,"129","baerii caviar","baerii caviar"
0,"129","bornholms fiskehaps med torskerogn","bornholms fiskehaps med torskerogn"
0,"129","caviar bareri royal","caviar bareri royal"
0,"129","coop karrysild","coop karrysild"
0,"129","coop kryddersild","coop kryddersild"
0,"129","coop luxus rogn","coop luxus rogn"
0,"129","coop luxus tun i olie","coop luxus tun i olie"
0,"129","coop luxus tun i vand","coop luxus tun i vand"
0,"129","coop marinerede dildsild","coop marinerede dildsild"
0,"129","coop marinerede sild","coop marinerede sild"
0,"129","coop røget hellefisk","coop røget hellefisk"
0,"129","coop sardiner","coop sardiner"
0,"129","coop sennepssild","coop sennepssild"
0,"129","coop sild dild","coop sild dild"
0,"129","coop tun","coop tun"
0,"129","dild sild","dild sild"
0,"129","dildsild","dildsild"
0,"129","elvira kippers i olie","elvira kippers i olie"
0,"129","epifine filetti di acciughe","epifine filetti di acciughe"
0,"129","filetti di acciughe","filetti di acciughe"
0,"129","findelt makrelfilet","findelt makrelfilet"
0,"129","fisk bouillon","fisk bouillon"
0,"129","fiske frikadeller","fiske frikadeller"
0,"129","fiskefars","fiskefars"
0,"129","fiskefilet","fiskefilet"
0,"129","fiskefrikadeller","fiskefrikadeller"
0,"129","fiskefrikadeller, 4 stk","fiskefrikadeller stk"
0,"129","fiskehaps med torskerogn","fiskehaps med torskerogn"
0,"129","fm mar. sild","fm mar sild"
0,"129","frisk fisk caviar bareri royal","frisk fisk caviar bareri royal"
0,"129","frisk fisk fiskefars","frisk fisk fiskefars"
0,"129","frisk fisk stenbidderrogn renset","frisk fisk stenbidderrogn renset"
0,"129","gammeldags modnede hirtshals sild","gammeldags modnede hirtshals sild"
0,"129","glyngøre karrybidder","glyngøre karrybidder"
0,"129","glyngøre kippers","glyngøre kippers"
0,"129","glyngøre makrel guf","glyngøre makrel guf"
0,"129","glyngøre makrel i tomat","glyngøre makrel i tomat"
0,"129","glyngøre marinerede bidder","glyngøre marinerede bidder"
0,"129","glyngøre peber kippers","glyngøre peber kippers"
0,"129","glyngøre premium tun","glyngøre premium tun"
0,"129","glyngøre sennepsbidder","glyngøre sennepsbidder"
0,"129","glyngøre tun","glyngøre tun"
0,"129","glyngøre tun i vand","glyngøre tun i vand"
0,"129","gold selection caviar","gold selection caviar"
0,"129","graasten krabbesalat","graasten krabbesalat"
0,"129","graasten laksesalat","graasten laksesalat"
0,"129","graasten skagensalat","graasten skagensalat"
0,"129","graasten æg & reje salat","graasten æg reje salat"
0,"129","havets fiske frikadeller","havets fiske frikadeller"
0,"129","havets lakse frikadeller","havets lakse frikadeller"
0,"129","havetâ´s fiskefrikadeller","havets fiskefrikadeller"
0,"129","havetâ´s laksefrikadeller","havets laksefrikadeller"
0,"129","hellefisk i skiver","hellefisk i skiver"
0,"129","hirtshals sild","hirtshals sild"
0,"129","hirtshals sild krydrede sild","hirtshals sild krydrede sild"
0,"129","irmas dild sild","irmas dild sild"
0,"129","irmas dildsild","irmas dildsild"
0,"129","irmas hverdag karrysild","irmas hverdag karrysild"
0,"129","irmas hverdag marinerede sildefileter","irmas hverdag marinerede sildefileter"
0,"129","irmas karrysild","irmas karrysild"
0,"129","irmas krebsesalat","irmas krebsesalat"
0,"129","irmas kryddersild","irmas kryddersild"
0,"129","irmas makrelsalat","irmas makrelsalat"
0,"129","irmas marinerede sild","irmas marinerede sild"
0,"129","irmas rejesalat","irmas rejesalat"
0,"129","irmas sardiner","irmas sardiner"
0,"129","irmas sennepssild i bidder","irmas sennepssild i bidder"
0,"129","irmas tongol tun","irmas tongol tun"
0,"129","irmas tongul tun","irmas tongul tun"
0,"129","irmas tunsalat","irmas tunsalat"
0,"129","irmas udvalgte skagen salat","irmas udvalgte skagen salat"
0,"129","john west tun","john west tun"
0,"129","k-salat makrel salat","ksalat makrel salat"
0,"129","k-salat makrelsalat","ksalat makrelsalat"
0,"129","k-salat rejesalat","ksalat rejesalat"
0,"129","k-salat tunsalat","ksalat tunsalat"
0,"129","kalles kaviar original","kalles kaviar original"
0,"129","karry sild 5","karry sild"
0,"129","karry stlo 3","karry stlo"
0,"129","karrybidder","karrybidder"
0,"129","karrysild","karrysild"
0,"129","kaviar (rød)","kaviar rød"
0,"129","kaviar (sort)","kaviar sort"
0,"129","kippers","kippers"
0,"129","kippers i olie","kippers i olie"
0,"129","krabbe, kogt","krabbe kogt"
0,"129","krabbesalat","krabbesalat"
0,"129","krebsesalat","krebsesalat"
0,"129","kry ddersild","kry ddersild"
0,"129","kryddersild","kryddersild"
0,"129","krydrede sild","krydrede sild"
0,"129","kutter rogn 24200g","kutter rogn g"
0,"129","kutter rogn 2x200g","kutter rogn xg"
0,"129","lakse frikadeller","lakse frikadeller"
0,"129","laksefrikadeller","laksefrikadeller"
0,"129","laksepatã©","laksepat"
0,"129","lakserogn","lakserogn"
0,"129","laksesal at","laksesal at"
0,"129","laksesalat","laksesalat"
0,"129","launis laksepatã©","launis laksepat"
0,"129","launis rød kaviar","launis rød kaviar"
0,"129","launis sort kaviar","launis sort kaviar"
0,"129","luksusrogn","luksusrogn"
0,"129","luxus rogn","luxus rogn"
0,"129","luxus tun i olie","luxus tun i olie"
0,"129","luxus tun i vand","luxus tun i vand"
0,"129","lykkeberg rensede ansjoser","lykkeberg rensede ansjoser"
0,"129","makrel guf","makrel guf"
0,"129","makrel i tomat","makrel i tomat"
0,"129","makrel salat","makrel salat"
0,"129","makrelfilet i tomatsauce","makrelfilet i tomatsauce"
0,"129","makrelsalat","makrelsalat"
0,"129","marinerede bidder","marinerede bidder"
0,"129","marinerede dildsild","marinerede dildsild"
0,"129","marinerede sild","marinerede sild"
0,"129","marinerede sildefileter","marinerede sildefileter"
0,"129","oscietra caviar","oscietra caviar"
0,"129","peber kippers","peber kippers"
0,"129","premium tun","premium tun"
0,"129","reje, kogt","reje kogt"
0,"129","reje, kogt, dybfrost","reje kogt dybfrost"
0,"129","reje, kogt, konserves","reje kogt konserves"
0,"129","rejesalat","rejesalat"
0,"129","rensede ansjoser","rensede ansjoser"
0,"129","rogn","rogn"
0,"129","rossini baerii caviar","rossini baerii caviar"
0,"129","rossini gold selection caviar","rossini gold selection caviar"
0,"129","rossini hellefisk i skiver","rossini hellefisk i skiver"
0,"129","rossini lakserogn","rossini lakserogn"
0,"129","rossini oscietra caviar","rossini oscietra caviar"
0,"129","rossini rød lodderogn","rossini rød lodderogn"
0,"129","rossini rød stenbiderrogn","rossini rød stenbiderrogn"
0,"129","rossini sort lodderogn","rossini sort lodderogn"
0,"129","rossini sort stenbiderrogn","rossini sort stenbiderrogn"
0,"129","rossini tuncarpaccio","rossini tuncarpaccio"
0,"129","rossini white sturgeon caviar","rossini white sturgeon caviar"
0,"129","rossini ørredrogn","rossini ørredrogn"
0,"129","royal greenland kaviar (rød)","royal greenland kaviar rød"
0,"129","royal greenland kaviar (sort)","royal greenland kaviar sort"
0,"129","rød kaviar","rød kaviar"
0,"129","rød lodderogn","rød lodderogn"
0,"129","rød stenbiderrogn","rød stenbiderrogn"
0,"129","rødspættefilet, paneret, dybfrost","rødspættefilet paneret dybfrost"
0,"129","røget hellefisk","røget hellefisk"
0,"129","santa catarina tunfilet i chilipeber og olivenolie","santa catarina tunfilet i chilipeber og olivenolie"
0,"129","santa catarina tunfilet i fennikelfrø og olivenolie","santa catarina tunfilet i fennikelfrø og olivenolie"
0,"129","santa catarina tunfilet i olivenolie","santa catarina tunfilet i olivenolie"
0,"129","santa catarina tunfilet i økologisk olivenolie","santa catarina tunfilet i økologisk olivenolie"
0,"129","sardin i olie, konserves","sardin i olie konserves"
0,"129","sardin i tomat, konserves","sardin i tomat konserves"
0,"129","sardiner","sardiner"
0,"129","sennepsbidder","sennepsbidder"
0,"129","sennepssild","sennepssild"
0,"129","sennepssild i bidder","sennepssild i bidder"
0,"129","sild, marineret","sild marineret"
0,"129","skagen salat","skagen salat"
0,"129","skagensalat","skagensalat"
0,"129","skipper sild marinerede sild","skipper sild marinerede sild"
0,"129","smag forskellen albacore tun","smag forskellen albacore tun"
0,"129","smag forskellen karrysild","smag forskellen karrysild"
0,"129","smag forskellen kryddersild","smag forskellen kryddersild"
0,"129","smag forskellen marinerede sild","smag forskellen marinerede sild"
0,"129","sort kaviar","sort kaviar"
0,"129","sort lodderogn","sort lodderogn"
0,"129","sort stenbiderrogn","sort stenbiderrogn"
0,"129","stenbidderrogn renset","stenbidderrogn renset"
0,"129","sushi tang","sushi tang"
0,"129","taste japan sushi tang","taste japan sushi tang"
0,"129","tongol tun","tongol tun"
0,"129","tongul tun","tongul tun"
0,"129","torskerogn","torskerogn"
0,"129","torskerogn, konserves","torskerogn konserves"
0,"129","tun i olie, konserves","tun i olie konserves"
0,"129","tun i tomat, konserves","tun i tomat konserves"
0,"129","tun i vand","tun i vand"
0,"129","tun i vand, konserves","tun i vand konserves"
0,"129","tun piske 6-pak","tun piske pak"
0,"129","tuncarpaccio","tuncarpaccio"
0,"129","tunfilet i chilipeber og olivenolie","tunfilet i chilipeber og olivenolie"
0,"129","tunfilet i fennikelfrø og olivenolie","tunfilet i fennikelfrø og olivenolie"
0,"129","tunfilet i olivenolie","tunfilet i olivenolie"
0,"129","tunfilet i økologisk olivenolie","tunfilet i økologisk olivenolie"
0,"129","tunsalat","tunsalat"
0,"129","white sturgeon caviar","white sturgeon caviar"
0,"129","xtra fiskefrikadeller, 4 stk","xtra fiskefrikadeller stk"
0,"129","xtra makrelsalat","xtra makrelsalat"
0,"129","xtra rogn","xtra rogn"
0,"129","xtra tun","xtra tun"
0,"129","xtra tunsalat","xtra tunsalat"
0,"129","æg & reje salat","æg reje salat"
0,"129","ørredrogn","ørredrogn"
17570,"130","                                BRONTOSAURUS 400G       59,00       ","brontosaurus g"
16539,"130","                                FLANKSTEAK MARINERET    59,95       ","flanksteak marineret"
16577,"130","                                FLANKSTEAKS             61,94       ","flanksteaks"
14696,"130","                                GL.DAGS OKSESTEG       105,99       ","gldags oksesteg"
15118,"130","                                HAK KØDK. 7-10% 500G    39,95       ","hak kødk g"
22756,"130","                                HAKKEBØFFER 500G        39,95       ","hakkebøffer g"
10465,"130","                                HK. KALVEKØD 8-12%      37,00       ","hk kalvekød"
27035,"130","                                HK.OKSE 5-8% 800GKUP    49,00       ","hkokse gkup"
16558,"130","                                KALVESCHNITZEL          79,95       ","kalveschnitzel"
26851,"130","                                KALVESPIDSBRYST         88,31       ","kalvespidsbryst"
15130,"130","                                OKSEBOVKLUMP            78,46       ","oksebovklump"
15117,"130","                                PREMIUM ENTRE COTÉ      99,95       ","premium entre cot"
19683,"130","                                ØKO HA OKS 4-7% 350G    41,95       ","øko ha oks g"
28385,"130","                                ØKO HAK OKSE 8-12%      39,95       ","øko hak okse"
26782,"130","                                ØKO HK OK 8-12% 400     33,95       ","øko hk ok"
10471,"130","                                ØKO HK OK 8-12% 400G    43,00       ","øko hk ok g"
28465,"130","                                ØKO Ä RIBEYE 400G       99,95       ","øko ä ribeye g"
14732,"130","                          HAKKET OKSEKØD 500G                25.00","hakket oksekød g"
19789,"130","                          ØKO HK OKSE  400G                  31.95","øko hk okse g"
28368,"130","                        RE PR   ØKO HA OKS 4-7% 350G    89,90-      ","re pr øko ha oks g"
13962,"130","BURGERBØF 50,00","burgerbøf"
24215,"130","CUVETTI","cuvetti"
23769,"130","HAKKET OKSESMÅKØD 39,12","hakket oksesmåkød"
13850,"130","HERREGÅRDSBØF 49,00","herregårdsbøf"
25430,"130","HK. ØKO OKSE 19,97","hk øko okse"
15196,"130","HØJREBSBØF x3 74,85","højrebsbøf x"
19123,"130","KALVEMORTA. 17,95","kalvemorta"
25311,"130","NORDISK MØRBRAD 69,95","nordisk mørbrad"
26480,"130","OKSEBRYST 18,95","oksebryst"
13933,"130","OKSEKEBAB 35,00","oksekebab"
24884,"130","OKSEKØD SLICE 15,00","oksekød slice"
21644,"130","PEBERSTEAKS 69,00","pebersteaks"
13974,"130","PRINCIP OKSEGRILLER 32,95","princip oksegriller"
13790,"130","STEAKS AF KALVETYKST 216,00","steaks af kalvetykst"
25416,"130","SUPREME ROAST 149 , 00","supreme roast"
18670,"130","WIENERSCHNIT 69,95","wienerschnit"
0,"130","ball tip","ball tip"
0,"130","bankekød","bankekød"
0,"130","bankekød øko.","bankekød øko"
0,"130","benløse fugle","benløse fugle"
0,"130","bison ribeye steak, 180-190 gr/pk, 1 stk/pk","bison ribeye steak grpk stkpk"
0,"130","black angus hamburgerbøf","black angus hamburgerbøf"
0,"130","boston steg","boston steg"
0,"130","burgerbøffer","burgerbøffer"
0,"130","bøf af oksefilet øko.","bøf af oksefilet øko"
0,"130","bøf af oksetykstegsfilet","bøf af oksetykstegsfilet"
0,"130","bøffer af oksefilet","bøffer af oksefilet"
0,"130","bøffer af oksemørbrad øko.","bøffer af oksemørbrad øko"
0,"130","bøffer af tykstegsfilet øko.","bøffer af tykstegsfilet øko"
0,"130","carpaccio med ost","carpaccio med ost"
0,"130","chateau briand","chateau briand"
0,"130","chnitzler","chnitzler"
0,"130","coop hakket kalvekød 8-12%","coop hakket kalvekød"
0,"130","coop hakket oksekød","coop hakket oksekød"
0,"130","coop roastbeef 70g","coop roastbeef g"
0,"130","cote de boeuf","cote de boeuf"
0,"130","cote de boeuf øko.","cote de boeuf øko"
0,"130","cote de bouf højreb","cote de bouf højreb"
0,"130","culotte","culotte"
0,"130","culotte x1.527","culotte x"
0,"130","culottesteg","culottesteg"
0,"130","cuvette","cuvette"
0,"130","cuvette x1.236","cuvette x"
0,"130","dame bøf af oksefilet","dame bøf af oksefilet"
0,"130","damebøf","damebøf"
0,"130","dansk friland kødkvæg chateau briand","dansk friland kødkvæg chateau briand"
0,"130","dansk friland kødkvæg damebøf","dansk friland kødkvæg damebøf"
0,"130","dansk friland kødkvæg oksefilet","dansk friland kødkvæg oksefilet"
0,"130","dansk friland kødkvæg oksemedaljon","dansk friland kødkvæg oksemedaljon"
0,"130","dansk friland kødkvæg roastbeef","dansk friland kødkvæg roastbeef"
0,"130","dansk friland kødkvæg tournedos","dansk friland kødkvæg tournedos"
0,"130","dansk friland kødkvæg tykstegsbøf","dansk friland kødkvæg tykstegsbøf"
0,"130","dansk kalv kalve rib-eye","dansk kalv kalve ribeye"
0,"130","dansk kalv kalveculotte","dansk kalv kalveculotte"
0,"130","dansk kalv kalvefilet","dansk kalv kalvefilet"
0,"130","dansk kalv kalvefondue","dansk kalv kalvefondue"
0,"130","dansk kalv kalvekoteletter","dansk kalv kalvekoteletter"
0,"130","dansk kalv kalvekød","dansk kalv kalvekød"
0,"130","dansk kalv kalvelever i skiver","dansk kalv kalvelever i skiver"
0,"130","dansk kalv kalvemedaljoner","dansk kalv kalvemedaljoner"
0,"130","dansk kalv kalvemørbrad","dansk kalv kalvemørbrad"
0,"130","dansk kalv kalveroastbeef","dansk kalv kalveroastbeef"
0,"130","dansk kalv kalvetournedos","dansk kalv kalvetournedos"
0,"130","dansk kalv marmoreret kalvefilet","dansk kalv marmoreret kalvefilet"
0,"130","dansk kalv wienerschnitzel","dansk kalv wienerschnitzel"
0,"130","engelsk bøf","engelsk bøf"
0,"130","engelsk bøf af oksemørbrad","engelsk bøf af oksemørbrad"
0,"130","engelsk bøf, 1 stk","engelsk bøf stk"
0,"130","entr cote","entr cote"
0,"130","entrecote","entrecote"
0,"130","entrecote af kødkvæg","entrecote af kødkvæg"
0,"130","entrecote x1.434","entrecote x"
0,"130","entrecotes x1.03","entrecotes x"
0,"130","farmer 80f","farmer f"
0,"130","farmer _bøf","farmer bøf"
0,"130","farmer bef","farmer bef"
0,"130","ff roastbeef","ff roastbeef"
0,"130","filet mignon","filet mignon"
0,"130","flankesteak","flankesteak"
0,"130","flankesteak øko.","flankesteak øko"
0,"130","fondue kød","fondue kød"
0,"130","frilands limousine kalve buco","frilands limousine kalve buco"
0,"130","frilands limousine kalvekød","frilands limousine kalvekød"
0,"130","frilands limousine kalvemedaljoner","frilands limousine kalvemedaljoner"
0,"130","frilands limousine peberbøf","frilands limousine peberbøf"
0,"130","frilands limousine wienerschnitzel","frilands limousine wienerschnitzel"
0,"130","hak okse  g","hak okse g"
0,"130","hak oksl 10% 10006","hak oksl"
0,"130","hakkebøf (marineret)","hakkebøf marineret"
0,"130","hakkebøffer xl","hakkebøffer xl"
0,"130","hakket kalvekød 8-12%","hakket kalvekød"
0,"130","hakket oksekød","hakket oksekød"
0,"130","hanegal okse krydderpølse","hanegal okse krydderpølse"
0,"130","hanegal okse salami snack","hanegal okse salami snack"
0,"130","hel oksemørbrad","hel oksemørbrad"
0,"130","herre bøf af oksefilet","herre bøf af oksefilet"
0,"130","hk . oksekød","hk oksekød"
0,"130","hk okse","hk okse"
0,"130","hk okse  g","hk okse g"
0,"130","hk. dkse 6-9%","hk dkse"
0,"130","hk. oksekød  8-12% øko.","hk oksekød øko"
0,"130","hk. oksekød max 12% (halal)","hk oksekød max halal"
0,"130","hk.okse 6-10% 1000g","hkokse g"
0,"130","hk.oksekød 9-13%","hkoksekød"
0,"130","hundeben/rørben","hundebenrørben"
0,"130","højrebskotelet","højrebskotelet"
0,"130","ja ae 00 oksefilet","ja ae oksefilet"
0,"130","kalu gourmet bison ribeye steak, 180-190 gr/pk, 1 stk/pk","kalu gourmet bison ribeye steak grpk stkpk"
0,"130","kalu gourmet wagyu striploin steak, 180-190 gr","kalu gourmet wagyu striploin steak gr"
0,"130","kalve buco","kalve buco"
0,"130","kalve culotte","kalve culotte"
0,"130","kalve entrecote","kalve entrecote"
0,"130","kalve rib-eye","kalve ribeye"
0,"130","kalveculotte","kalveculotte"
0,"130","kalvecuvette","kalvecuvette"
0,"130","kalvefilet","kalvefilet"
0,"130","kalvefondue","kalvefondue"
0,"130","kalvekotelet","kalvekotelet"
0,"130","kalvekoteletter","kalvekoteletter"
0,"130","kalvekød","kalvekød"
0,"130","kalvekød, fedt","kalvekød fedt"
0,"130","kalvekød, helt magert","kalvekød helt magert"
0,"130","kalvekød, magert,","kalvekød magert"
0,"130","kalvekød, middelfedt,","kalvekød middelfedt"
0,"130","kalvelever i skiver","kalvelever i skiver"
0,"130","kalvemedaljoner","kalvemedaljoner"
0,"130","kalvemørbrad","kalvemørbrad"
0,"130","kalveroastbeef","kalveroastbeef"
0,"130","kalvetournedos","kalvetournedos"
0,"130","kalvetykstegsmedaljon","kalvetykstegsmedaljon"
0,"130","kraftben","kraftben"
0,"130","krogmodnet kød cote de bouf højreb","krogmodnet kød cote de bouf højreb"
0,"130","krogmodnet kød højrebskotelet","krogmodnet kød højrebskotelet"
0,"130","krogmodnet kød oksekotelet højreb, 1 stk a.0,3kg","krogmodnet kød oksekotelet højreb stk akg"
0,"130","lille oksefilet","lille oksefilet"
0,"130","marmoreret kalvefilet","marmoreret kalvefilet"
0,"130","medaljon","medaljon"
0,"130","medaljoner","medaljoner"
0,"130","medaljoner, 3 stk","medaljoner stk"
0,"130","minut steak","minut steak"
0,"130","minutsteaks","minutsteaks"
0,"130","mørbrad steak","mørbrad steak"
0,"130","mørbradsteak","mørbradsteak"
0,"130","nyretapper","nyretapper"
0,"130","og oksemørbrad","og oksemørbrad"
0,"130","okse bavette øko.","okse bavette øko"
0,"130","okse entrecote","okse entrecote"
0,"130","okse entrecote, 2 stk","okse entrecote stk"
0,"130","okse krydderpølse","okse krydderpølse"
0,"130","okse medaljon","okse medaljon"
0,"130","okse medaljoner","okse medaljoner"
0,"130","okse medaljoner, 2-3 stk","okse medaljoner stk"
0,"130","okse mignon","okse mignon"
0,"130","okse ribeye","okse ribeye"
0,"130","okse salami snack","okse salami snack"
0,"130","okse wienerpølse øko.","okse wienerpølse øko"
0,"130","oksebov u. ben","oksebov u ben"
0,"130","oksebov uden ben","oksebov uden ben"
0,"130","oksebryst, kogt, pålæg","oksebryst kogt pålæg"
0,"130","okseburger","okseburger"
0,"130","okseburger steak øko.","okseburger steak øko"
0,"130","okseburger øko.","okseburger øko"
0,"130","okseculotte","okseculotte"
0,"130","okseculotte øko.","okseculotte øko"
0,"130","okseculotte, 1000-1300 g","okseculotte g"
0,"130","oksecuvette","oksecuvette"
0,"130","oksecuvette øko.","oksecuvette øko"
0,"130","oksefilet","oksefilet"
0,"130","oksefilet med fedtkant","oksefilet med fedtkant"
0,"130","oksefilet x1.459","oksefilet x"
0,"130","okseflankesteak marineret","okseflankesteak marineret"
0,"130","oksegrydesteg","oksegrydesteg"
0,"130","oksegrydesteg øko.","oksegrydesteg øko"
0,"130","oksehaler","oksehaler"
0,"130","okseinderlår (bøgerøget)","okseinderlår bøgerøget"
0,"130","okseinderlår i strimler","okseinderlår i strimler"
0,"130","okseinderlår i tern","okseinderlår i tern"
0,"130","oksekotelet højreb, 1 stk a.0,3kg","oksekotelet højreb stk akg"
0,"130","oksekød","oksekød"
0,"130","oksekød i skiver","oksekød i skiver"
0,"130","oksekød i strimler","oksekød i strimler"
0,"130","oksekød i strimler øko.","oksekød i strimler øko"
0,"130","oksekød i tern","oksekød i tern"
0,"130","oksekød i tern øko.","oksekød i tern øko"
0,"130","oksekød, < 5 % fedt","oksekød fedt"
0,"130","oksekød, ca. 15 % fedt","oksekød ca fedt"
0,"130","oksekød, culotte","oksekød culotte"
0,"130","oksekød, hakket, 15-20% fedt","oksekød hakket fedt"
0,"130","oksekød, højrebsfilet med kappe","oksekød højrebsfilet med kappe"
0,"130","oksekød, højrebsfilet, afpudset","oksekød højrebsfilet afpudset"
0,"130","oksekød, inderlår med kappe","oksekød inderlår med kappe"
0,"130","oksekød, inderlår uden kappe","oksekød inderlår uden kappe"
0,"130","oksekød, klump uden kappe","oksekød klump uden kappe"
0,"130","oksekød, lårtunge","oksekød lårtunge"
0,"130","oksekød, mellemskært","oksekød mellemskært"
0,"130","oksekød, mørbrad, afpudset","oksekød mørbrad afpudset"
0,"130","oksekød, osso-buco/skank","oksekød ossobucoskank"
0,"130","oksekød, slag","oksekød slag"
0,"130","oksekød, spegepølse","oksekød spegepølse"
0,"130","oksekød, spidsbryst","oksekød spidsbryst"
0,"130","oksekød, tværreb","oksekød tværreb"
0,"130","oksekød, tykbov","oksekød tykbov"
0,"130","oksekød, tykbryst","oksekød tykbryst"
0,"130","oksekød, tykkam","oksekød tykkam"
0,"130","oksekød, tykstegsfilet med kappe","oksekød tykstegsfilet med kappe"
0,"130","oksekød, tykstegsfilet uden kappe","oksekød tykstegsfilet uden kappe"
0,"130","oksekød, tyndbov + mellembov","oksekød tyndbov mellembov"
0,"130","oksekød, tyndbryst","oksekød tyndbryst"
0,"130","oksekød, tyndsteg med mørbrad","oksekød tyndsteg med mørbrad"
0,"130","oksekød, tyndstegsfilet med fedtkant","oksekød tyndstegsfilet med fedtkant"
0,"130","oksekød, yderlår","oksekød yderlår"
0,"130","okselever i skiver øko.","okselever i skiver øko"
0,"130","oksemedal.jon","oksemedaljon"
0,"130","oksemedaljoner","oksemedaljoner"
0,"130","oksemedister","oksemedister"
0,"130","oksemedister øko.","oksemedister øko"
0,"130","oksemørbrad","oksemørbrad"
0,"130","oksemørbrad hel øko.","oksemørbrad hel øko"
0,"130","oksemørbrad steak øko.","oksemørbrad steak øko"
0,"130","oksemørbrad u/bimørbrad","oksemørbrad ubimørbrad"
0,"130","oksemørbrad x1.322","oksemørbrad x"
0,"130","oksepostej","oksepostej"
0,"130","okseroast","okseroast"
0,"130","okseroast med smør","okseroast med smør"
0,"130","oksestriploin (halv)","oksestriploin halv"
0,"130","oksetern","oksetern"
0,"130","oksetykkam uden ben","oksetykkam uden ben"
0,"130","oksetykstegsbøffer","oksetykstegsbøffer"
0,"130","oksetyndsteg","oksetyndsteg"
0,"130","onglet nyretap øko.","onglet nyretap øko"
0,"130","osso buco","osso buco"
0,"130","peberbøf","peberbøf"
0,"130","peberbøffer af tyksteg","peberbøffer af tyksteg"
0,"130","premium chateau briand","premium chateau briand"
0,"130","premium culottesteg","premium culottesteg"
0,"130","premium engelsk bøf","premium engelsk bøf"
0,"130","premium engelsk bøf, 6 stk","premium engelsk bøf stk"
0,"130","premium entrecote","premium entrecote"
0,"130","premium fondue kød","premium fondue kød"
0,"130","premium minutsteaks","premium minutsteaks"
0,"130","premium okse mignon","premium okse mignon"
0,"130","premium oksefilet","premium oksefilet"
0,"130","premium oksefilet med fedtkant","premium oksefilet med fedtkant"
0,"130","premium oksekød","premium oksekød"
0,"130","premium oksemedaljon","premium oksemedaljon"
0,"130","premium oksemørbrad","premium oksemørbrad"
0,"130","premium peberbøf","premium peberbøf"
0,"130","premium rib-eye","premium ribeye"
0,"130","premium rib-eye, 2 stk","premium ribeye stk"
0,"130","premium roastbeef","premium roastbeef"
0,"130","premium tournedos","premium tournedos"
0,"130","premium tykstegsbøf","premium tykstegsbøf"
0,"130","pulled beef, 1 stk","pulled beef stk"
0,"130","pålækker d.roastbee","pålækker droastbee"
0,"130","rib eye","rib eye"
0,"130","rib eye steak","rib eye steak"
0,"130","rib-eye","ribeye"
0,"130","rib-eye, 2 stk","ribeye stk"
